fips,nchs
49023,6
49025,6
49027,6
49029,6
49031,6
49033,6
49035,1
49037,6
49039,6
49041,6
49043,6
49045,5
49047,6
49049,3
49051,6
49053,5
49055,6
49057,2
50001,6
50003,6
50005,6
50007,4
50009,6
50011,4
50013,4
50015,6
50017,6
50019,6
50021,5
50023,6
50025,6
50027,6
51001,6
51003,4
51005,6
51007,6
51009,4
51011,6
51013,2
51015,5
51017,6
51019,4
51021,6
51023,4
51025,6
51027,6
51029,6
51031,4
51033,6
51035,6
51036,3
51037,6
51041,3
51043,2
51045,6
51047,2
51049,6
51051,6
51053,3
51057,6
51059,2
51061,2
51063,6
51065,4
51067,6
51069,5
51071,6
51073,2
51075,3
51077,6
51079,4
51081,6
51083,6
51085,3
51087,3
51089,5
51091,6
51093,2
51095,2
51097,6
51099,2
51101,6
51103,6
51105,6
51107,2
51109,6
51111,6
51113,6
51115,2
51117,6
51119,6
51121,5
51125,6
51127,3
51131,6
51133,6
51135,6
51137,6
51139,6
51141,6
51143,4
51145,3
51147,6
51149,3
51153,2
51155,6
51157,6
51159,6
51161,4
51163,6
51165,5
51167,6
51169,3
51171,6
51173,6
51175,6
51177,2
51179,2
51181,6
51183,6
51185,6
51187,2
51191,3
51193,6
51195,6
51197,6
51199,2
51510,2
51515,4
51520,3
51530,6
51540,4
51550,1
51560,6
51570,3
51580,6
51590,4
51595,6
51600,2
51610,2
51620,6
51630,2
51640,6
51650,1
51660,5
51670,3
51678,6
51680,4
51683,2
51685,2
51690,5
51700,1
51710,1
51720,6
51730,3
51735,2
51740,1
51750,5
51760,3
51770,4
51775,4
51790,5
51800,2
51810,2
51820,5
51830,2
51840,5
53001,6
53003,6
53005,4
53007,5
53009,5
53011,2
53013,6
53015,5
53017,5
53019,6
53021,4
53023,6
53025,5
53027,5
53029,2
53031,6
53033,1
53035,4
53037,5
53039,6
53041,5
53043,6
53045,6
53047,6
53049,6
53051,6
53053,3
53055,6
53057,5
53059,6
53061,2
53063,3
53065,6
53067,4
53069,6
53071,5
53073,4
53075,5
53077,4
54001,6
54003,2
54005,6
54007,6
54009,4
54011,3
54013,6
54015,6
54017,6
54019,6
54021,6
54023,6
54025,6
54027,6
54029,4
54031,6
54033,5
54035,6
54037,2
54039,3
54041,6
54043,6
54045,6
54047,6
54049,5
54051,4
54053,6
54055,5
54057,4
54059,6
54061,5
54063,6
54065,6
54067,6
54069,4
54071,6
54073,6
54075,6
54077,6
54079,3
54081,5
54083,6
54085,6
54087,6
54089,6
54091,6
54093,6
54095,6
54097,6
54099,3
54101,6
54103,6
54105,6
54107,4
54109,6
55001,6
55003,6
55005,6
55007,6
55009,4
55011,6
55013,6
55015,3
55017,4
55019,6
55021,6
55023,6
55025,3
55027,5
55029,6
55031,4
55033,5
55035,4
55037,6
55039,5
55041,6
55043,6
55045,5
55047,6
55049,6
55051,6
55053,6
55055,5
55057,6
55059,4
55061,6
55063,4
55065,6
55067,6
55069,6
55071,5
55073,4
55075,5
55077,6
55078,6
55079,1
55081,6
55083,6
55085,6
55087,3
55089,2
55091,6
55093,2
55095,6
55097,5
55099,6
55101,4
55103,6
55105,4
55107,6
55109,2
55111,6
55113,6
55115,6
55117,4
55119,6
55121,6
55123,6
55125,6
55127,5
55129,6
55131,2
55133,2
55135,6
55137,6
55139,3
55141,5
56001,5
56003,6
56005,5
56007,6
56009,6
56011,6
56013,6
56015,6
56017,6
56019,6
56021,4
56023,6
56025,4
56027,6
56029,6
56031,6
56033,5
56035,6
56037,5
56039,6
56041,5
56043,6
56045,6
